Audio file	Start	End	Text
homostoria_04	0:34:31	0:34:40	Dan, itu pun masih belum stabil, ya karena waktu itu kita adalah percobaan dan adik-adik kita, generasi-generasi di bawah kita ini sudah stabil.
homostoria_04	0:34:40	0:35:38	Kurikulum 13 sudah lebih bagus, dikembangkan kurikulum merdeka, ya kurikulum merdeka ada banyak program yang memang mendorong untuk SDM Indonesia itu cepat tumbuh gitu loh, terekspos gitu. Nah, itu mungkin mereka itu akan memiliki Endgame yang berbeda dibanding kita. Dan, itulah kenapa mungkin dikebanyakan ya, aku lihatnya di sosmed aja sih, banyak orang-orang yang di usia kita atau ya katakanlah 5 tahun ke atas sampai 5 tahun ke bawah ini tuh beberapa orang tuh mungkin sedang menyesuaikan diri dengan transisi, transisi dunia digital, kita juga transisi dealing with our parents yang mana kita juga harus menyesuaikan ekspektasi mereka. Karena mereka juga punya ekspektasi Endgame yang dulu dan kita melihat akan ada perubahan. Sementara kita juga perlu belajar dengan orang-orang yang lebih muda dari kita, karena mereka udah memiliki pengalaman yang lebih. 
homostoria_04	0:35:38	0:35:45	Gitu ya. Kayak dari Pak Gita bilang, melihat keluar dan ke dalam gitu, melalui fasilitas-fasilitas yang sudah tersedia.
homostoria_04	0:35:45	0:35:50	Itu sih, kalau menurutku tentang Endgame-nya.
homostoria_04	0:35:50	0:36:04	Nah, itu tadi perbincangan kita soal Endgame, podcast dari Gita Wirjawan.
homostoria_04	0:36:04	0:36:16	Kita untuk ngomongin apa ya? Konsep, nama, dari Endgame sendiri tuh udah lama banget nih. Kita udah 40 menit, hampir 40 menit kita udah ngomong.
homostoria_04	0:36:16	0:36:53	Padahal kita masih ada, masih mau ngebahas episode-episode mana aja yang menurut kita berkesan, yang menurut kita nih." Nah, ini wawasannya tuh oke." Seenggaknya buat kita perbadi dulu ya. Nah, hal-hal itu akan kita bahas di episode berikutnya. Nah, aku ngingetin juga buat teman-teman yuk untuk kasih tau wawasan menurut kalian apa di kuasan box di bawah. Nanti kalian bisa share lah. Kita juga pengen tau, wawasan menurut kalian tuh apa dan apa?
homostoria_04	0:36:53	0:36:57	Dan, apa urgensinya menambah wawasan menurut kalian? 
homostoria_04	0:36:57	0:37:07	Oke. sekali lagi, terima kasih temen-temen dan pendengar semua yang sudah mendengarkan podcast Homostoria sampai akhir. 
homostoria_04	0:37:07	0:37:11	Kita berjumpa di episode berikutnya. Ciao!
homostoria_05	0:00:00	0:00:02	Kembali lagi di siniar Homostoria!
homostoria_05	0:00:02	0:00:05	Tempat orang berkumpul dan membagikan cerita.
homostoria_05	0:00:05	0:00:11	Karena setiap orang sejatinya suka cerita, bercerita, dan diceritakan.
homostoria_05	0:00:11	0:00:13	Masih bersama kami, Hans...
homostoria_05	0:00:13	0:00:16	dan Yakob Fahmilda.
homostoria_05	0:00:16	0:00:22	Di episode sebelumnya, kita ngebahas soal podcast-podcast yang membuka wawasan kita.
homostoria_05	0:00:22	0:00:26	Kebetulan, podcast-nya ini sama, yaitu podcast Endgame dari Gita Wirjawan.
homostoria_05	0:00:26	0:00:44	Kita ngebahas dari struktur pertanyaan Pak Gita di setiap wawancaranya sampai intensi Pak Gita untuk selalu meng-encourage anak-anak muda agar selalu berpikir global dan punya hasil akhir yang jelas.
homostoria_05	0:00:44	0:01:00	Nah, di episode kali ini kita akan membahas sesuatu yang lebih spesifik, yaitu kayak episode-episode apa yang favorit buat kita. Kemudian, topik-topik macam apa aja yang sering kita dengar di podcast Endgame ini.
homostoria_05	0:01:00	0:01:14	Nah, sebelum kita masuk ke daftar-daftar episode atau topik-topik yang kita suka, kita masuk dulu bumper.
homostoria_05	0:01:14	0:01:22	Nah.
homostoria_05	0:01:22	0:01:22	Cub?
homostoria_05	0:01:22	0:01:23	Yo'i!
homostoria_05	0:01:23	0:01:28	Kalau kamu nih, kamu ada episode-episode yang kamu suka nggak sih?
homostoria_05	0:01:28	0:01:30	Episode tertentu yang kamu suka dari Endgame?
homostoria_05	0:01:30	0:01:36	Kalau kamu ada bintang tamu tertentu nggak dari bidang-bidang tertentu yang kamu pengen dengerin?
homostoria_05	0:01:36	0:01:38	Atau yang kamu suka dengerin?
homostoria_05	0:01:38	0:01:46	Ya, kalo kemaren aku nyebut ada semacam kayak Pak Nadiem, tentang kurikulum pendidikan. 
homostoria_05	0:01:46	0:02:31	Terus, ada Iman Usman, yang apa namanya, yang berkarya di Ruangguru, atau membuka Ruangguru. Habis itu ada binar. Terus juga ada Cakap dan lain sebagainya. Tentu itu yang sebenarnya paling sering aku dengerin, atau artinya, dalam artian itu fokus ke pendidikan gitu sih, kayak edutech. Jadi, bagaimana pendidikan dan teknologi ini bisa bersinergis, berkolaborasi. Karena di tahun-tahun sebelum 2020 atau sebelum Covid ya, kita kan sering mendengar revolusi industri 4.0, terus kayak revolusi digital dan lain sebagainya.
homostoria_05	0:02:31	0:02:38	Waktu itu memang nggak aware banget, gitu. Dan, aku pikir kayak, "Wah ini kayaknya teknik banget sih." Gitu.
homostoria_05	0:02:38	0:03:33	Tapi, ketika sudah mendalami sedikit tentang, kok ada disrupsi, gitu. Itu kita sudah mulai masuk untuk kesadaran bahwa. "Oh, ya, dunia akan berubah dan ditambah lagi hantaman dengan Covid." Yang mana, akhirnya, mau gak mau di dunia pendidikan, yang mana sektor krusial dalam satu negara, itu mau gak mau harus berdamai dengan teknologi, gitu. Entah bagaimanapun caranya, gitu ya. Di generasi waktu itu yang masih belajar, aku yang masih skripsian atau beberapa anak yang mungkin baru mau lulus gitu ya, mau lulus SMA, SD, SMP itu akhirnya juga perlu beradaptasi dengan lingkungan yang tidak biasa. Dan, balik lagi dengan topik, ya, topik pendidikan dan tentunya budaya, itu ya. Itu selalu menjadi isu yang aku ingin dalami. Ya, cuman...
homostoria_05	0:03:33	0:03:42	Ya, kita kalau misal cuma melihat dari segi pendidikan, kementerian pendidikan, ya mungkin kita hanya dapat sedikit gitu. 
homostoria_05	0:03:42	0:05:15	Kita nggak punya whole picture of world education dunia pendidikan gitu ya, education world gitu ya. Karena kita cuma terbatas di pendidikan Indonesia, gitu. Kita nggak ada alternatif lain seperti gimana sih sebenarnya pendidikan di benua lain katakanlah, seperti di Eropa dan kontinen Amerika, atau mungkin yang Asia. Yang Asia kita sebenarnya ada banyak ya, seperti Singapura, Korea, dan juga Jepang gitu ya. Tapi, terlepas dari itu gitu ya, memang aku memilih isu pendidikan ini, ya karena kayak yang di podcast kemarin atau sebelumnya ,gitu ya, membahas tentang Endgame, atau apa sih tujuan besar atau jangka panjang yang bisa mempengaruhi bagaimana kita berperilaku, bagaimana kita memutuskan sesuatu?" Gitu ya. Dan, ya itulah selain itu ya, maksudnya ya, pendidikan itu juga krusial, karena pendidikan ini berperan penting dalam membentuk ya, membentuk manusia yang berakal budi, berakhlak, beretika, berestetika dan lain sebagainya. Seperti yang aku sampaikan tadi gitu ya, ada Pak Nadiem, ada juga Iman Usman dan lain sebagainya gitu. Ada, e..., ada episode yang menurutku sangat dan amat sangat berkesanm yang judulnya nih ya. Ini, mungkin para pendengar kita perlu mencatat atau mungkin siap-siap buka Website dari YouTube, ya.
homostoria_05	0:05:15	0:05:20	Itu judulnya adalah Jalan Panjang dan Sunyi Saintis.
homostoria_05	0:05:20	0:05:25	Waduh, ini kayak akademik banget, kayak, "Ini bukan gue banget." Gitu.
homostoria_05	0:05:25	0:05:29	Maksudnya, aku nggak minat akademik, aku nggak mau jadi profesor, "Hello!" Gitu.
homostoria_05	0:05:29	0:05:32	Kita semua kan perlu ilmu pada dasarnya, gitu.
homostoria_05	0:05:32	0:05:38	Kita nggak harus menjadi, kita nggak harus belajar, bukan, kebalik ya.
homostoria_05	0:05:38	0:08:44	Ya, sih, oke kita menjadi profesor itu penting belajar gitu. Tapi.,kalau pun kita belajar juga nggak harus jadi profesor, tapi kita menjadi itu tadi loh, manusia yang berakal budi, berakhlak, beretika, berestetika gitu. Nah, di podcast yang, aku ulangi ya biar nanti pendengar kita tuh bisa cari di google atau di YouTube, "Jalan Panjang dan Sunyi Scientist." Itu sekitar 4 atau 5 bulan lalu. Dan, di podcast ini ada tiga scientist di tiga benua yang berbeda. Nah, kayak yang tadi aku sampaikan gitu, Iman Usman gitu, abis itu Nadiem gitu, Mbak Santika, dan juga Cak Kapan Dari Cakap. Itu semua kan memang dealing with technology ya, tapi mereka masih fokus dalam ranah keindonesiaan. Nah, disini, di episode ini tuh, Pak Gita itu secara spesifik tuh udah membidik gitu, ya membidik orang-orang ahli Indonesia, bahwa kita selalu skeptis bahwa ya kita kan negara berkembang gitu, kita harus tetap terus belajar dari negara maju. Itu memang bener membuat kita termotivasi, tapi bukan berarti ya kita ini nggak ada orang yang sama sekali nggak punya keahlian gitu, dalam artian, "Oh, ternyata ada kok orang yang punya tenor di di Inggris, gitu loh ya. Dia berhak untuk melakukan penelitaan mandiri dan, dan lain sebagainya gitu. Dan, ada juga profesor dari Jepang gitu, dan juga dari Amerika, yang mana mereka bukan ilmu yang ecek-ecek gitu. Ilmu teknologi, ya ilmu IT, kata kalah ya. Habis itu teknik, gitu kan. Habis itu, kesehatan dan lain sebagainya gitu. Dan, dari situlah membuka aku untuk punya, atau mungkin merevisi Endgame-ku ya, yang sebelumnya kayak abis lulus tuh ngapain sih kalau nggak jadi ini ya itu gitu lah, nggak enak kalau nyebut. Tapi yang jelas, memalukan karena Endgame-nya di usia yang sangat belia untuk lulus gitu, katakanlah kayaknya sampai 25 gitu kan. Pasti Endgame-nya apa sih gitu, sebetapa sedikitnya exposure waktu itu aku, dibandingkan sekarang yang enggak. Ternyata setelah lulus-lulus ada banyak hal. Dan, panjang lebar ngomongin tentang dunia pendidikan gitu, yang paling utama yang mereka obrolkan itu adalah bagaimana sih peluang dan tantangan di luar negeri sebagai ilmuwan itu, khususnya untuk merefleksikan negara kita, Indonesia. Dan, dari hampir semua podcast pendidikan yang aku tonton, ada satu pembahasan yang senantiasa mengikat itu semua, katakanlah ada satu pesan yang ingin secara implisit atau mungkin sudah eksplisit Pak Gita ingin sampaikan, yaitu untuk generasi muda, yaitu adalah belajar bahasa asing." Kayak misal di episode pertama gitu, kita ngomongin tentang definisi Homostoria. Jadi Homo itu apa sih? 
homostoria_05	0:08:44	0:08:59	Ya, itu manusia, bahasa Latin. Terus aku bisa menimpali, "Oh, itu, ada kesamaan di bahasa Roman gitu ya, bahasa Roman yang sekarang masih hidup itu kan ada Spanyol, Portugis, Itali, Prancis, ya.
homostoria_05	0:08:59	0:09:31	Dan, kebetulan karena aku lagi belajar gitu, Spanyol dan Prancis gitu. Jadi, itu mengikatku untuk, "Oh, ini ada kesamaan nih gitu dalam bahasa Roman gitu ya." itu adalah "Homme" atau "Lom" dalam bahasa Perancis atau mungkin "Hombre" dalam bahasa Spanyol. Itu sangat sedikit gitu, ketika aku ambil bahasa Spanyol di kampus ya, di UGM, yang satu kelas sama aku di Spanyol bahasa 1 itu hanya di bawah, di bawah, ya pas banget 10, pas banget 10. 
homostoria_05	0:09:31	0:09:44	Ada 11 yang satunya habis itu keluar gitu ya. Jadi, tersisa 10 dan itu, ya, katakanlah untung-untungan ya, karena sebenarnya kalau under 10 itu nggak bakal dibuka gitu, batal gitu.
homostoria_05	0:09:44	0:09:49	Nah, di semester berikutnya, bahasa Spanyol 2, itu yang jarang dibuka. 
homostoria_05	0:09:49	0:10:09	Karena orang biasanya udah ngerasa cukup dengan bahasa Spanyol 1, karena selain, ya, untuk memenuhi SKS, karena di anak Sastra Prancis itu wajib, bahasa Spanyol 2 ini juga cukup rumit gitu, karena sudah masuk tenses gitu kan. Kita aja tidak punya tenses dalam bahasa Indonesia gitu. 
homostoria_05	0:10:09	0:10:29	Tenses yang mungkin paling sering kita pelajari itu adalah bahasa Arab ya mungkin beberapa orang Indonesia dan juga bahasa Inggris yang hampir keseluruhan Indonesia gitu. Dan, itu memang kita still looking for a comfortable place atau way to find, biar kita bisa paham gimana gitu.
homostoria_05	0:10:29	0:10:53	Dan, itu bener banget, ketika aku denger podcast ini dari Pak Gita, ya bener sih bahasa asing kita tuh sangat minim gitu. Bahkan bahasa Inggris pun yang aku aja masih belajar sampe sekarang gitu ya, masih ngerasa kayak masih kurang dan perlu improve gitu. Nah, tentang bahasa asing ini juga nih, Hans. Kita kan lulusan Sastra Indonesia gitu ya. Ya, mungkin aku terutama ya.
homostoria_05	0:10:53	0:10:57	Itu juga berpikir dong, kenapa bahasa asing? Ya, nggak sih, Hans?
homostoria_05	0:10:57	0:11:14	Harusnya kan kita orang Indonesia gitu ya, "Oh, kita punya profesor dari Indonesia yang kerja di sana dan sini gitu ya. Harusnya mereka mempromosikan bahasa Indonesia gitu." Iya sih, cuman kalau mereka mempromosikan bahasa Indonesia, orang sana mau ngomong sama siapa gitu?
homostoria_05	0:11:14	0:11:45	Kebanyakan orang pakai bahasa Inggris gitu atau bahasa negara masing-masing gitu kan. Dan, dari sini nih, poin penting yang menjadi membuka wawasanku atau perspektif yang lain gitu, Pak Gita tuh selalu bilang bahwa, selalu meaning orang Indonesia tuh keluar. Ya, kalau kemarin kita di podcast sebelumnya tuh bilang berfikir global atau mungkin keluarnya aja lah, keluarnya aja, paspornya aja udah dikit gitu. Ya, apalagi komunikasi.
homostoria_05	0:11:45	0:12:57	Komunikasi itu kan juga aspek yang sangat penting ya, untuk berinteraksi dengan orang, kita dapet bantuan, kita mendapat informasi, kita bisa survive atau adaptasi di lingkungan tersebut, gitu ya. Kalo kebanyakan dari orang Indonesia ini bisa bahasa asing, justru mereka ini punya peluang lebih untuk berkarya dan berkarir dimanapun gitu. Yang di Jepang pun bisa pakai bahasa Inggris, yang mungkin di Prancis bisa pakai bahasa Inggris juga, gitu ya. Dan, kalau ada seorang dosen yang bisa bahasa asing ya, dan dia mengajak banyak orang asing untuk berkolaborasi dengan orang Indonesia pasti akan ada banyak peluang untuk Indonesia ini terekspos gitu, secara langsung targeted gitu, untuk memiliki pengalaman internasional atau international exposure itu. Dan, itu mungkin yang mendorong adanya kolaborasi-kolaborasi yang tidak hanya berarti di proyek, tetapi juga adanya orang-orang Indonesia yang akhirnya tuh bisa berkarya di sana. karena dia tuh sudah mengenal, sudah tahu ritme untuk bekerjanya.
homostoria_05	0:12:57	0:13:04	Dan, juga dari situlah ternyata bahasa asing ini bisa meningkatkan taraf kehidupan yang lebih tinggi. 
homostoria_05	0:13:04	0:13:29	Dan, dari pengalaman itu juga, ketika nanti banyak orang yang terinspirasi keluar gitu ya. Ya, itu akan menginspirasi orang, 280 juta orang itu juga terinspirasi untuk pergi keluar sana gitu. Dan, tentunya mereka akan membawa identitas Indonesia juga seperti kamu bilang, Panji gitu kan, "Lo orang mana? Gitu kan. Ya, gak mungkin pake "lo" ya di Amerika.
homostoria_05	0:13:29	0:13:33	Ya, memparafrasakanlah.
homostoria_05	0:13:33	0:14:03	Gitu kan? Dari Indonesia gitu. Bahkan, waktu aku pertama kali kelas Bahasa Spanyol, dosenku sendiri yang dari Spanyol, Catalonia sih sebenarnya Itu bilang gitu. Jadi, sebelum beliau datang ke Indonesia tuh, beliau berpikir bahkan akan ke Bali gitu. Jadi, kayaknya kita mau ke Bali deh, terus di Bali itu ada namanya kota Indonesia gitu. 
homostoria_05	0:14:03	0:14:04	Kocak gitu kan?
homostoria_05	0:14:04	0:14:08	Nah, cuman karena ya itu, itu tadi, gitu.
homostoria_05	0:14:08	0:14:11	Kita aja bahasa asing di kampus saja minim ya.
homostoria_05	0:14:11	0:14:13	Paling populer ya bahasa Jepang, bahasa Arab.
homostoria_05	0:14:13	0:14:17	Bahasa Korea di Indonesia setauku cuma ada dua, di UI dan UGM.
homostoria_05	0:14:17	0:14:21	Bahasa Prancis itu mungkin juga masih minim gitu.
homostoria_05	0:14:21	0:14:22	Minim-minim.
homostoria_05	0:14:22	0:14:28	Ada, e..., ada sepupuku itu di Bandung apa? Unpad?
homostoria_05	0:14:28	0:14:32	Di Unpad...
homostoria_05	0:14:32	0:14:38	dan juga di UI, Unpad, UNY, dan juga di UGM.
homostoria_05	0:14:38	0:14:39	Kayaknya cuma 4 berarti ya?
homostoria_05	0:14:39	0:14:42	Terus bahasa Mandarin, apalagi bahasa Cina.
homostoria_05	0:14:42	0:14:42	Oh...
homostoria_05	0:14:42	0:14:44	Mandarin nggak ada.
homostoria_05	0:14:44	0:14:48	Rusia. Kayaknya cuma UI deh. Cuma UI
homostoria_05	0:14:48	0:14:53	Unpad itu, waktu itu pernah buka di jaman kita, waktu kita mau masuk Hans sebenernya.
homostoria_05	0:14:53	0:14:55	Aku pikiran buat Sastra Rusia, ya.
homostoria_05	0:14:55	0:15:04	Kan waktu itu SMA tuh kan kayak aku pengen bahasa Prancis atau bahasa Rusia atau bahasa Belanda. Ada 3 bahasa asing itu yang, "Lol", nggak pernah aku pelacari gitu. Terus...
homostoria_05	0:15:04	0:15:50	Kalo UI kan kayaknya berat ya, otakku yang sederhana ini pasti akan dimasukin dengan hal kompleks atau masuknya aja duh UI tuh. Kayaknya juga effort gitu ya. Kayaknya Unpad aja lah. Tapi, ternyata waktu itu nggak buka, bahasa Belanda sama Rusia nggak buka. Yaudahlah, yang deket aja gitu. Jadi, dari situ, dari proporsi kampus aja gitu udah kerasa banget bahwa kita exposure untuk bahasa asing aja minim gitu. Sehingga juga orang luar untuk ke Indonesia juga mungkin minim gitu, minimal mengajar lah. Karena menurutku yang sektor yang paling targeted atau mungkin efisien untuk promoting Indonesia itu ya pendidikan dan ekonomi gitu. Kenapa? Karena...
homostoria_05	0:15:50	0:16:04	dengan pendidikan tuh orang itu akan belajar gitu. Kita sama-sama belajar, kita berkolaborasi. Ekonomi, ya tentu kita menjadi memiliki profesionalitas yang lebih tinggi, kualifikasi yang lebih mumpuni gitu ya.
homostoria_05	0:16:04	0:16:38	Oke, boleh lah Indonesia itu memang ada investasi untuk budaya dan alam untuk pariwisata, tapi hal yang menurutku jadi lepas dari sektor wisata ini adalah mereka tidak lekat dengan orang-orang lokal, gitu. Mereka hanya berkunjung itu hanya untuk, "Oh, aku punya masalah di negaraku, aku punya perang gitu katakanlah, aku punya mental health issue di Amerika atau mungkin di beberapa negara lain sehingga aku butuh liburan. Mereka liburan disini, katakala satu minggu, dua minggu, tiga minggu. Habis itu pulang gitu.
homostoria_05	0:16:38	0:19:44	Tapi, mereka pernah tau sebenarnya sejatinya Indonesia seperti apa yang menurutku harusnya itu mengenal melalui interaksi-interaksi seperti komunikasi dan tentunya melalui bahasa, at least mereka datang bisa ngomong pakai bahasa mereka ya bahasa Inggris mereka di Indonesia. Nah, artinya juga, sekalipun kita nggak keluar negeri, tapi kita bisa bahasa Indonesia, itu yang membuat kita itu terkoneksi dengan orang yang mungkin ingin komunikasi sama kita gitu. Dan, dari situlah orang luar, mungkin, ingin juga memahami kita dengan mereka belajar bahasa kita. Nah, itu sih yang menurutku nggak pernah kepikiran, nggak pernah kepikiran. Karena sejauh ini yang menjadi fokus kita adalah Indonesia, gimana sih cara Indonesia menjadi bahasa internasional? Gitu. Terlepas dengan effort yang pasti sudah dikeluarkan, dikerahkan, gitu ya. Hal-hal lain tuh memang menjadi pelengkap itu memang perlu gitu. Sehingga, itu yang akan mempercepat internasionalisasi bahasa atau mungkin juga paling tidak orang itu tuh kesini pakai bahasa Indonesia gitu aja atau berkomunikasi antar dua negara. Mungkin orang Turki sama orang Cina, atau mungkin orang Jepang sama Korea, Korea-Jepang-Rusia. Katakanlah mereka komunikasi tuh gak pakai bahasa Inggris, tapi dia pakai bahasa Indonesia, gitu. Dan, hal-hal seperti itulah yang menurutku aku baru dapetin perspektif itu dari, dari Pak Gita. Dan, terkait dari 3 dosen tadi ya, mungkin yang bisa aku refleksikan gitu ya. Ya, itu memang di sektor pendidikan ya, selain aku memang suka di bidang itu gitu ya. Tapi memang pendidikan dan ekonomi itu sektor yang targeted. Kurang lebih itu sih. Jadi, nah, ini nih, balik lagi gitu ya. Endgame atau Pak Gita, itu tuh sebenernya ahli ekonomi dan politik kan, tapi beliau bisa melihat bahasa itu dari berbagai perspektif gitu loh, juga mendorong aku yang secara moral lulusan dari Bahasa dan Sastra Indonesia itu memiliki daya tarik yang tinggi terhadap pertukaran budaya internasional atau mungkin belajar politik, mulai belajar sejarah. Kayak belajar sejarah Amerika, belajar Romawi, atau mungkin sejarah Cina, gitu ya. Atau mungkin sejarah kita yang tapi sangat tua, kayak Sriwijaya, gitu kan. Nah, dan lain sebagainya, gitu. Sehingga, dari situ aku ingin lebih menggali Indonesia dan negara budaya lain, lebih dari bahasa, lebih dari makanan, lebih dari mitos, hantu, hewan, atau mungkin fungsi dari bunga. Karena setiap negara memiliki makna dari benda-benda itu sendiri itu berbeda, yang mungkin tidak pernah kita lihat di kelas-kelas formal, tetapi dengan bahasa Inggris. Nah, lagi-lagi bahasa internasional ini ya. Aku bisa mendapat informasi yang lebih banyak dari jurnal-jurnal, majalah, atau informasi langsung, dengan penutur dari masing-masing budaya untuk bertukar informasi.
homostoria_05	0:19:44	0:19:53	Itu sih. Ya, ini kita tadi ngomongin apa ya, pendidikan sampai bahasa gitu. Nggak salah, kita nih, nggak tahu nih Pak Gita ini kayak Dewa Siwa kayanya, memang bisa apa aja kan ya?
homostoria_05	0:19:53	0:19:58	Terus.
homostoria_05	0:19:58	0:20:06	Aku mau nambahin buat catatan temen-temen. Pak Gita ini pernah menjadi Menteri Perdagangan.
homostoria_05	0:20:06	0:20:10	Kayaknya ya, kalau nggak kan Menteri Perdagangan waktu jam SBA.
homostoria_05	0:20:10	0:20:10	Iya.
homostoria_05	0:20:10	0:20:10	Iya.
homostoria_05	0:20:10	0:20:11	Betul.
homostoria_05	0:20:11	0:20:12	Iya Pak.
homostoria_05	0:20:12	0:20:14	Yang peredik kedua kalau nggak salah.
homostoria_05	0:20:14	0:20:15	Iya.
homostoria_05	0:20:15	0:20:18	Yang kedua.
homostoria_05	0:20:18	0:20:20	Dia ngomongin politik, itu jelas oke.
homostoria_05	0:20:20	0:20:26	Dia ada di posisi politik, walaupun posisinya eksekutif ya, di kementerian.
homostoria_05	0:20:26	0:20:37	Tapi, untuk bisa bertahan di situ, otak politiknya tetap harus ada. Walaupun, beliau kayaknya tau pun nggak terafiliasi sama partai politik manapun.
homostoria_05	0:20:37	0:20:37	Enggak.
homostoria_05	0:20:37	0:20:38	Enggak.
homostoria_05	0:20:38	0:20:40	Kalau busuai itu juga sih.
homostoria_05	0:20:40	0:20:40	Iya.
homostoria_05	0:20:40	0:20:41	Itu.
homostoria_05	0:20:41	0:20:42	Kepentingan.
homostoria_05	0:20:42	0:20:44	Punya endgame-nya sendiri kan akhirnya.
homostoria_05	0:20:44	0:20:46	Iya.
homostoria_05	0:20:46	0:20:49	Gak jadi, apa namanya, pembantu partai apa sih?
homostoria_05	0:20:49	0:20:51	Apa?
homostoria_05	0:20:51	0:21:01	Ketugas partai.
homostoria_05	0:21:01	0:21:03	Aku mau nanggapin ini coba.
homostoria_05	0:21:03	0:21:06	Pertama, soal bahasa tadi.
homostoria_05	0:21:06	0:21:09	Ya, aku juga setuju bahasa itu penting.
homostoria_05	0:21:09	0:21:17	Kalau misalnya kita nggak mau nganggap belajar bahasa untuk serius, seenggak-enggaknya kita belajar bahasa buat having fun.
homostoria_05	0:21:17	0:21:18	Betul.
homostoria_05	0:21:18	0:21:20	Betul banget itu.
homostoria_05	0:21:20	0:21:21	Ya.
homostoria_05	0:21:21	0:21:26	Kayak, enak nggak sih nonton film Hollywood, katakanlah.
homostoria_05	0:21:26	0:21:31	Nonton Marvel, nggak pake subtitle.
homostoria_05	0:21:31	0:21:48	gak pake title gak pake subtitle itu menyenangkan sekali gak sih. Kita bisa lebih fokus ke gimana CGI-nya itu dihadirkan, yang wah, yang sangat berwarna, terus acting-nya yang juga bagus.
homostoria_05	0:21:48	0:21:50	Itu kita dari hiburan.
homostoria_05	0:21:50	0:21:57	Dan, aku juga belajar bahasa pun juga, aku pribadi sih, nggak tahu kebanyakan orang gimana.
homostoria_05	0:21:57	0:22:02	Itu juga sebagai hiburan juga, aku belajar banyak bahasa walaupun nggak serius-serius banget ya.
homostoria_05	0:22:02	0:22:06	Aku dulu di SMA itu belajar bahasa Jerman.
homostoria_05	0:22:06	0:22:08	Waduh.
homostoria_05	0:22:08	0:22:09	Jerman susah banget.
homostoria_05	0:22:09	0:22:09	Dan.
homostoria_05	0:22:09	0:22:11	Aku agak lebih pinter dari temen-temen.
homostoria_05	0:22:11	0:22:12	Modalnya apa?
homostoria_05	0:22:12	0:22:14	Modalnya dengerin lagu doang.
homostoria_05	0:22:14	0:22:17	Oh, dengerin lagu?
homostoria_05	0:22:17	0:22:23	Jadi guruku itu umurnya masih muda tuh, 30-an lah.
homostoria_05	0:22:23	0:22:26	Terus dia tuh dengerin lagu-lagu Jerman.
homostoria_05	0:22:26	0:22:30	Dia kasih tau ciri-ciri apa ya?
homostoria_05	0:22:30	0:22:35	band-nya kayak gimana, tapi dia gak ngasih tau nama band-nya apa, nama lagunya apa.
homostoria_05	0:22:35	0:22:36	Aku cari-cari sendiri.
homostoria_05	0:22:36	0:22:41	Pada akhirnya, aku gak tahu, tapi gak tahu apa yang guruku maksud.
homostoria_05	0:22:41	0:22:47	Tapi aku tahu, aku jadi punya band yang aku suka sendiri pake bahasa Jerman.
homostoria_05	0:22:47	0:22:52	Dan dari situ, aku dengerin terus-dengerin terus, cari tau artinya dari bahasa Inggris.
homostoria_05	0:22:52	0:22:58	Akhirnya, banyak kosak kata dan beberapa grammar Jerman yang aku paham.
homostoria_05	0:22:58	0:23:02	Dan lebih ngot, Atau lebih lengkap di pikiran.
homostoria_05	0:23:02	0:23:07	Terus aku sempat juga belajar, terutama di Duolingo ya.
homostoria_05	0:23:07	0:23:10	Di Duolingo aku sempat belajar bahasa Perancis, walaupun sekarang berhenti.
homostoria_05	0:23:10	0:23:14	Karena produk sosialnya susah.
homostoria_05	0:23:14	0:23:23	Dan buat listening itu, aku menyerahlah untuk sesuatu yang dibaca sama diucapin berbeda, aku menyerah dengan bahasa-bahasa seperti itu.
homostoria_05	0:23:23	0:23:30	Terus waktu kuliah, Aku juga ngambil bahasa asin, cu.
homostoria_05	0:23:30	0:23:32	Tapi bahasanya...
homostoria_05	0:23:32	0:23:33	Italia.
homostoria_05	0:23:33	0:23:37	Aku akan kali waktu inget bahasa Italia satu.
homostoria_05	0:23:37	0:23:37	Eh.
homostoria_05	0:23:37	0:23:42	Kamu bilang tadi bahasa Spanyol, yang bahasa Spanyol satu, berapa orangnya?
homostoria_05	0:23:42	0:23:43	Sepuluh.
homostoria_05	0:23:43	0:23:46	Iya, sepuluh yang bertahan sampai akhir, akhirnya.
homostoria_05	0:23:46	0:23:47	Kalau.
homostoria_05	0:23:47	0:23:48	Aku, lima kelas.
homostoria_05	0:23:48	0:23:50	Gak tau kenapa ya?
homostoria_05	0:23:50	0:23:51	Banyak banget ya?
homostoria_05	0:23:51	0:23:51	Gak
homostoria_05	0:23:51	0:23:52	tau kan?
homostoria_05	0:23:52	0:23:55	Bahasa Italia itu lima kelas.
homostoria_05	0:23:55	0:23:59	Tapi, akhir, pada akhirnya di pas kelas. 
homostoria_05	0:23:59	0:24:13	Cukup banyak lah dan yang ikut juga kebanyakan yang dari luar, kan bahasa Italia ini di bawah dari jurusan bahasa Prancis, Sastra Prancis. 
homostoria_05	0:24:13	0:24:19	Yang di luar jurusan itu kebanyakan dari Sastra Jepang.
homostoria_05	0:24:19	0:24:30	Ada beberapa dari jurusan lain ya, kayak kita dari jurusan Indonesia, Sastra Indonesia. Terus, ada dari Sastra Inggris juga ada beberapa, tapi kebanyakan dari Sastra Jepang.
homostoria_05	0:24:30	0:24:31	Nah, ya itu.
homostoria_05	0:24:31	0:24:35	Aku nggak tau kenapa. Salah satunya, aku paham, kenapa sih?
