Audio file	Start	End	Text
Hari Minggoean_006	0:10:03	0:10:20	Memang di Muay Thai itu ada gerakan tendangan, tapi dari aku dipenjarin waktu aku ada di huk yang itu di sebuah gym dan ketika Aku juga belajar di Youtube, aku belum bisa menemukan gelakan yang ritmenya bagus, yang aku bisa paham.
Hari Minggoean_006	0:10:20	0:10:30	Jadi aku ketuskan untuk belajar, walaupun nonton video lagi, aku tidak repot-repot ikut club atau semacamnya.
Hari Minggoean_006	0:10:30	0:10:35	itu antara dua, kendangan, taekwondo, atau karate.
Hari Minggoean_006	0:10:35	0:10:45	Dan enggak tahu kenapa, karena aku orangnya lebih candong ke jenjepangan-jenjepangan, semi-semi minggu, jadi aku lebih memilih karate.
Hari Minggoean_006	0:10:45	0:11:00	Walaupun sebenarnya, apa ya, ya karena lebih se-aliran aja ya, soalnya ini enggak aku belajar Aikido, yang paling dilihat-lihat di Jepang, mungkin akan lebih selaras kalau aku juga belajarnya, ya membelajar diri yang tidak Jepang juga.
Hari Minggoean_006	0:11:00	0:11:05	Aikido itu ada tendangan ya, tapi tendangannya bukan yang powerful atau gimana aja tuh.
Hari Minggoean_006	0:11:05	0:11:08	Loh juga, Aikido memang, setauku ya.
Hari Minggoean_006	0:11:08	0:11:13	Titik beratnya itu bukan di ukuran ataupun tendangan.
Hari Minggoean_006	0:11:13	0:11:17	Lebih ke tangkisan, gerak refleks, jatoh, dan sebagainya.
Hari Minggoean_006	0:11:17	0:11:19	Nah jadi aku menggunakan karate lah intinya.
Hari Minggoean_006	0:11:19	0:11:25	Ada tendangan gerak-gerakan basic, pokoknya kayaknya Akhirnya bisa melakukannya dengan baik, dan akhirnya iya.
Hari Minggoean_006	0:11:25	0:11:33	Setelah aku berlatih, yang paling terasa dengan cepat, footingku atau kuda-kudaku itu jadi lebih kuat banget.
Hari Minggoean_006	0:11:33	0:11:37	Ya nggak kuat-kuat banget, tapi sebelumnya lemah aja.
Hari Minggoean_006	0:11:37	0:11:39	Lemah aja, nggak terkendali sekarang.
Hari Minggoean_006	0:11:39	0:11:48	Setiap kali bikin kuda-kuda itu selalu aman, selalu terasa nempel sama tanah.
Hari Minggoean_006	0:11:48	0:11:56	Dan di titik ini mungkin kalian dengerin bertanya, kenapa aku melakukan semua hal-hal ini?
Hari Minggoean_006	0:11:56	0:12:04	Dan jawaban yang pertama, itu jelas yang sudah aku mention sebelumnya, itu melatih fisik dengan cara yang paling fun.
Hari Minggoean_006	0:12:04	0:12:10	Karena apa ya, bela diri ini itu mirip-mirip kayak nari kan?
Hari Minggoean_006	0:12:10	0:12:20	Dan aku memang suka nari, dan ketika aku bisa melakukan fun ini, aku bisa lebih lagi bertahan lebih lama untuk melakukannya.
Hari Minggoean_006	0:12:20	0:12:31	Ya, sebelumnya aku juga sempat bilang kalau aku suka lari dan segala macam, dan walaupun aku bilang suka, tapi emang malas-malesan dan kadang-kadang sering bolong.
Hari Minggoean_006	0:12:31	0:12:42	Jadinya aku mikir, oh ya, ini mungkin cara exercise atau olahraga punya patung, baik melatih dasar-dasar gerakan muli diri.
Hari Minggoean_006	0:12:42	0:12:46	Dan yang kedua, untuk mempertajam pikiran.
Hari Minggoean_006	0:12:46	0:12:50	Pikiran di sini yang aku maksudkan itu lebih kayak fokus.
Hari Minggoean_006	0:12:50	0:12:58	Dan untuk melatih fokus ini, itu yang lebih aku fokuskan.
Hari Minggoean_006	0:12:58	0:13:03	Ya, melatih fisik itu penting, tapi fokus juga enggak kalah penting.
Hari Minggoean_006	0:13:03	0:13:08	Fokus kita secara kolektif itu bisa dibilang rusaklah.
Hari Minggoean_006	0:13:08	0:13:10	Attention span kita pendek banget.
Hari Minggoean_006	0:13:10	0:13:13	Belum lagi, mudah terdistraksi.
Hari Minggoean_006	0:13:13	0:13:18	Kalau ini dibiarin, pandangan kita jadi kabur buat lihat masa depan.
Hari Minggoean_006	0:13:18	0:13:20	Prioritas kita jadi bisa merantakan.
Hari Minggoean_006	0:13:20	0:13:29	Kita lebih mengkhawatirkan bagaimana cara menyingkirkan kerikil di depan mata daripada mempersiapkan untuk menghadapi apa yang ada di balik bukit.
Hari Minggoean_006	0:13:29	0:13:32	dan latihan bela diri ini bisa membantu.
Hari Minggoean_006	0:13:32	0:13:39	Setidaknya, untukku ya, aku bisa mengalihkan fokus, kegiran, dan tenaga ke satu titik.
Hari Minggoean_006	0:13:39	0:13:42	Walaupun ini sejujurnya lebih sulit daripada kedengarannya.
Hari Minggoean_006	0:13:42	0:13:49	Aku juga nggak bisa selalu fokus setiap saat, tapi setidaknya aku tahu sensasi bagaimana bisa fokus.
Hari Minggoean_006	0:13:49	0:13:54	Mungkin ini yang orang-orang sebut flow state.
Hari Minggoean_006	0:13:54	0:14:00	Dan setelah kelatian beberapa hari, gua tiga hari aja sebenernya, aku berhenti.
Hari Minggoean_006	0:14:00	0:14:01	dulu, paling enggak.
Hari Minggoean_006	0:14:01	0:14:03	Untuk sementara.
Hari Minggoean_006	0:14:03	0:14:05	Karena badan udah pegel banget.
Hari Minggoean_006	0:14:05	0:14:08	Pegelnya tuh yang udah mulai kerasa sakit.
Hari Minggoean_006	0:14:08	0:14:10	Bukan cuma sekedar nyeri.
Hari Minggoean_006	0:14:10	0:14:12	Tapi apa akunya yang lembek?
Hari Minggoean_006	0:14:12	0:14:13	Itu aku juga gak tahu deh.
Hari Minggoean_006	0:14:13	0:14:17	Jadi, aku memutuskan untuk berhenti bulu.
Hari Minggoean_006	0:14:17	0:14:24	Tapi seharusnya daripada stop, sama sekali emang lebih baik kayak nurunin yang intensitas sih.
Hari Minggoean_006	0:14:24	0:14:28	Tapi sejauh ini, aku masih belum bisa mengenalkan diri dengan baik.
Hari Minggoean_006	0:14:28	0:14:32	Kalau udah ngelakuin, itu pengennya all out aja.
Hari Minggoean_006	0:14:32	0:14:38	Kalau nggak ngerasa capek, nggak ngerasa sakit, kok kurang mantep gitu rasanya.
Hari Minggoean_006	0:14:38	0:14:40	Pengennya dipolin terus.
Hari Minggoean_006	0:14:40	0:14:43	Tapi, ya aku kan bukan atlet.
Hari Minggoean_006	0:14:43	0:14:48	Kalau dipaksain, baik mah kegiatanku yang lainnya nanti jadi acur.
Hari Minggoean_006	0:14:48	0:14:51	Jadi kayak nggak pas aja gitu rasanya.
Hari Minggoean_006	0:14:51	0:14:54	Udah tau fisiknya tuh biasa-biasa aja.
Hari Minggoean_006	0:14:54	0:14:59	Dan apa lihat pula, kenapa harus ngebelah-belahin olahraga dengan intensitas yang kencang?
Hari Minggoean_006	0:14:59	0:15:04	Kalau ujung-ujungnya, yang ngejet alayu akan jadi perantakan.
Hari Minggoean_006	0:15:04	0:15:05	Ya nggak?
Hari Minggoean_006	0:15:05	0:15:09	Jadi untuk sekarang, target olahraga ku itu buat ngerasa capek.
Hari Minggoean_006	0:15:09	0:15:14	Kalau misalnya aku lari, itu udah nggak maksain kayak dulu.
Hari Minggoean_006	0:15:14	0:15:16	Yang harus non-stop gerak.
Hari Minggoean_006	0:15:16	0:15:21	Sekarang, kalau udah capek, ya aku udah jalan.
Hari Minggoean_006	0:15:21	0:15:25	Istirahat, misalnya udah segeran lagi, lanjut.
Hari Minggoean_006	0:15:25	0:15:30	Terus, kalau udah ngerasa badannya udah Aneh, udah gak enak.
Hari Minggoean_006	0:15:30	0:15:34	Ya udahan, dah gapapa lah, cukup.
Hari Minggoean_006	0:15:34	0:15:36	Gak ada target yang sakop.
Hari Minggoean_006	0:15:36	0:15:40	Pokoknya sebisa mungkin olahraga itu aku buat nyaman lah.
Hari Minggoean_006	0:15:40	0:15:45	Walaupun siapat kompetitif dan pengen nunjukin versi terbaik, masih ada.
Hari Minggoean_006	0:15:45	0:15:46	Tapi ya nggak apa-apa.
Hari Minggoean_006	0:15:46	0:15:50	Kalau dia lagi lapar, kasih makan aja.
Hari Minggoean_006	0:15:50	0:15:53	Tapi juga sambil diatur, dilatih.
Hari Minggoean_006	0:15:53	0:15:57	Yah, mirip-mirip kayak puasa.
Hari Minggoean_006	0:15:57	0:16:00	Oke, segitu aja ceritaku untuk minggu ini.
Hari Minggoean_006	0:16:00	0:16:06	Kalau ada satu kata yang bisa merangkul minggu hari kebelakang adalah fool.
Hari Minggoean_006	0:16:06	0:16:07	Become the fool.
Hari Minggoean_006	0:16:07	0:16:14	Ini kata-kata dari Ethan Hawkey di sebuah video TED yang sampai sekarang masih terngiang-ngiang di kepalaku.
Hari Minggoean_006	0:16:14	0:16:18	Maksudnya bukan bener-bener, jadi nggak berakal.
Hari Minggoean_006	0:16:18	0:16:25	Ini lebih berani terlihat bodoh di mata orang lain untuk mengekspresikan diri sendiri.
Hari Minggoean_006	0:16:25	0:16:30	Kalau itu adalah harga yang harus dibayar, so be it.
Hari Minggoean_006	0:16:30	0:16:34	Toh, ini bukan berarti kita secara literal bodoh, bukan?
Hari Minggoean_006	0:16:34	0:16:37	You do you.
Hari Minggoean_006	0:16:37	0:16:38	Oke, segitu aja.
Hari Minggoean_006	0:16:38	0:16:40	Sekarang gantian giliranmu.
Hari Minggoean_006	0:16:40	0:16:42	Apa ceritame minggu ini?
Hari Minggoean_006	0:16:42	0:16:44	Terima kasih yang udah dengerin sampe akhir.
Hari Minggoean_006	0:16:44	0:16:48	Kita bertemu lagi di episode siniar Hari Minggoean selanjutnya..
Hari Minggoean_006	0:16:48	0:16:50	Bye-bye!
Hari Minggoean_007	0:00:01	0:00:05	Tak terasa kita sudah bertemu lagi di penghujung akhir pekan.
Hari Minggoean_007	0:00:05	0:00:09	Artinya, umur kita sudah bertambah 7 hari lagi.
Hari Minggoean_007	0:00:09	0:00:14	Biar waktu yang singkat ini terasa lebih bermakna, mari kita menceritakannya.
Hari Minggoean_007	0:00:14	0:00:15	Aku mulai duluan.
Hari Minggoean_007	0:00:15	0:00:20	Selamat datang di siniar Hari Minggoean.
Hari Minggoean_007	0:00:20	0:00:29	Hari Senin pada minggu ini, atau sebenarnya pada setiap hari Senin, itu adalah jadwalku untuk mengajar online di sebuah komunitas.
Hari Minggoean_007	0:00:29	0:00:33	Komunitas ini dibuat oleh temanku, namanya Bahasa Bahana.
Hari Minggoean_007	0:00:33	0:00:36	Ya di situ aku bantu-bantu sedikit lah soal pendiriannya.
Hari Minggoean_007	0:00:36	0:00:47	Nah, long story short, Komunitas ini jadi membantu orang-orang yang sudah dewasa, atau kami menyebutnya adult learner, untuk belajar bahasa Inggris lagi.
Hari Minggoean_007	0:00:47	0:00:52	Dan karena posisinya komunitas ini kurang tutor, akhirnya aku jadi ikut mengajar.
Hari Minggoean_007	0:00:52	0:00:59	Nah, buat yang ingin tahu lebih lanjut, cek poin aja IG-nya di at Bahasa Bahana.
Hari Minggoean_007	0:00:59	0:01:04	Nanti kalau ada momennya, aku juga ingin cerita lebih banyak soal komunitas ini.
Hari Minggoean_007	0:01:04	0:01:07	Well, sekarang kita balik lagi ke soal ngajar.
Hari Minggoean_007	0:01:07	0:01:11	Nah, di Bahasa Bahayana itu ada beberapa kelas.
Hari Minggoean_007	0:01:11	0:01:17	Aku kebetulan ngajar di kelas yang kami menyebutnya kelas Reading News.
Hari Minggoean_007	0:01:17	0:01:27	Ini biasanya jadi kesempatanku buat ngasih bacaan-bacaan yang menarik dari artikel-artikel yang aku baca di internet, yang berbahasa Inggris tentunya ya.
Hari Minggoean_007	0:01:27	0:01:29	Aku biasanya sih bacanya dari The Guardian.
Hari Minggoean_007	0:01:29	0:01:40	Nah, minggu ini aku ambil satu berita, atau lebih tepatnya sebuah fikir yang membahas soal demensia.
Hari Minggoean_007	0:01:40	0:01:51	Di sini, penulis dari artikel atau fikir ini menggunakan POV-nya dari seorang anak, dari seorang penyintas demensia.
Hari Minggoean_007	0:01:51	0:01:55	Dia cerita betapa bingungnya berada di posisi itu.
Hari Minggoean_007	0:01:55	0:01:59	Di satu sisi, dia ingin jauh-jauh dari ayahnya.
Hari Minggoean_007	0:01:59	0:02:05	karena ada hal aneh di dalam dirinya, membuat dirinya asing.
Hari Minggoean_007	0:02:05	0:02:12	Tapi di sisi lain, ia tahu, berada di samping ayahnya adalah tempat yang paling tepat.
Hari Minggoean_007	0:02:12	0:02:16	Tempat yang seharusnya ia berada.
Hari Minggoean_007	0:02:16	0:02:20	Hidup ayahnya diceritakan jadi benar-benar sulit.
Hari Minggoean_007	0:02:20	0:02:56	seringkali beliau terbangun di tengah-tengah malam dan menemukan dirinya tidak tahu siapa gerangan dirinya ini, siapa sebenarnya dirinya sampai satu ketika dia berkata dalam keterbangunannya di tengah malam dia berkata ingin dalam tanda kutip menghilang saja dan Pada suatu ketika, pada suatu hari, saat penulis tadi balik rumahnya setelah sehari yang merawat sama ayah, dia dapat kabar dari adiknya.
Hari Minggoean_007	0:02:56	0:03:00	Permintaan ayahnya ternyata terkabul.
Hari Minggoean_007	0:03:00	0:03:03	Ayahnya telah tiada.
Hari Minggoean_007	0:03:03	0:03:04	Menyedihkan ya?
Hari Minggoean_007	0:03:04	0:03:09	Dan ini juga yang membuat membacanya juga jadi sedih.
Hari Minggoean_007	0:03:09	0:03:17	Penyakit ini benar-benar menarik perhatianku, bukannya apa-apa, tapi aku sangat takut dengan penyakit ini.
Hari Minggoean_007	0:03:17	0:03:22	Lupa pada umumnya adalah hal yang paling mengganggu, setidaknya untukku.
Hari Minggoean_007	0:03:22	0:03:34	Kalau lupa karena kondisi, kalau seperti ya katakanlah sedang lagi linglung, atau mungkin lagi banyak pikiran, atau lagi tergesa-gesa, terburu-buru, ya itu oke lah.
Hari Minggoean_007	0:03:34	0:03:41	Sesuatu yang kondisional, yang bisa diusahakan, ingatan itu tidak mudah hilang.
Hari Minggoean_007	0:03:41	0:03:49	Tapi kalau misalnya itu lupa karena sebuah penyakit, Bisa apa kita untuk memperbaikinya?
Hari Minggoean_007	0:03:49	0:03:55	Aku bukannya hanya takut jika penyakit itu datang kepadaku.
Hari Minggoean_007	0:03:55	0:03:59	Aku menjangkit penyakit demensia ini.
Hari Minggoean_007	0:03:59	0:04:13	Tapi aku juga takut jika orang lain yang terkena penyakit lupa ini, terutama orang-orang terdekatku, orang-orang yang aku sayangi.
Hari Minggoean_007	0:04:13	0:04:19	Karena yang aku bayangkan, Kehilangan ingatan adalah kehilangan identitas.
Hari Minggoean_007	0:04:19	0:04:24	Mungkin orang lain tidak kehilangan memori atas siapa diri kita sebenarnya.
Hari Minggoean_007	0:04:24	0:04:36	Tapi kalau kita sendiri tidak mengingatnya, apa guna kita membangun identitas atau bahasa bekennya self-branding yang kita lakukan dari dulu?
Hari Minggoean_007	0:04:36	0:04:43	Menurutku, identitas datangnya dari dua arah, eksternal atau internal.
Hari Minggoean_007	0:04:43	0:04:51	Pengakuan dari luar maupun dari dalam diri ini sama pentingnya dan saling berkaitan.
Hari Minggoean_007	0:04:51	0:04:56	Tinggal kitanya sendiri yang mau lebih percaya ke arah yang mana.
Hari Minggoean_007	0:04:56	0:05:03	Pengakuan dari dalam mengubah yang luar atau sebaliknya pengakuan luar mengubah yang dalam.
Hari Minggoean_007	0:05:03	0:05:10	Kalau aku pribadi lebih percaya yang pertama.
Hari Minggoean_007	0:05:10	0:05:14	Tapi, kita balik lagi ke soal demensia.
Hari Minggoean_007	0:05:14	0:05:19	Kalau pada satu titik di dalam hidup ini, kita kehilangan ingatan.
Hari Minggoean_007	0:05:19	0:05:23	Di saat itulah, kita kehilangan identitas kita.
Hari Minggoean_007	0:05:23	0:05:27	Karena kita tidak punya satu apapun untuk diakui.
Hari Minggoean_007	0:05:27	0:05:32	Dan tidak ada hal yang bisa diubah dari kestiadaan.
Hari Minggoean_007	0:05:32	0:05:44	Nah, dan dengan mengetahui semua ini, kita jadi bisa bertempati kepada orang-orang yang sudah berusia lanjut, yang hendak kehilangan ingatannya.
Hari Minggoean_007	0:05:44	0:05:56	Bayangkan apa saja pencapaian dan pengorbanan yang telah ia lakukan untuk sampai di titik itu, untuk menjadi orang yang dibanggakan dan kita kenal sekarang.
Hari Minggoean_007	0:05:56	0:06:08	Semuanya lenyap begitu saja, hampa, Aku tidak bisa membayangkan bagaimana harus hidup tanpa ingatan dalam kehampaan.
Hari Minggoean_007	0:06:08	0:06:16	Untuk itu, aku selalu berusaha untuk menghindari terjebak dalam kondisi seperti itu.
Hari Minggoean_007	0:06:16	0:06:23	Dan juga sebisa mungkin mengajak orang-orang terdekat untuk menghindari bersama.
Hari Minggoean_007	0:06:23	0:06:30	Buatku pribadi, aku mencoba membangun kebiasaan yang sehat, kayak olahraga, membaca, dan menulis.
Hari Minggoean_007	0:06:30	0:06:39	Oh ya, sebagai catatan, aku tuh orangnya bukan orang yang rajin hitungannya, dalam artian tuh nggak kayak orang yang ambis.
Hari Minggoean_007	0:06:39	0:06:44	Jadi, untuk membangun kebiasaan, apalagi di tiga aspek itu, bukan perkara yang mudah.
Hari Minggoean_007	0:06:44	0:06:50	Dan sampai di titik inipun, kebiasaan itu belum benar-benar terbangun.
Hari Minggoean_007	0:06:50	0:06:56	Dan aku juga gak tau, usaha ini akan menunjukkan hasil di kemudian hari atau enggak.
Hari Minggoean_007	0:06:56	0:07:01	Tapi, apa yang bisa aku lakukan selain optimis?
Hari Minggoean_007	0:07:01	0:07:18	Karena, aku juga sejauh ini punya dua contoh yang aku lihat dengan dua mata kepalaku sendiri, betapa sehatnya dua contohku ini, dua sosok ini, secara fisik dan secara mental.
Hari Minggoean_007	0:07:18	0:07:22	Dua orang ini adalah dua orang yang aku idolakan.
Hari Minggoean_007	0:07:22	0:07:30	Orang tersebut yang pertama adalah kakekku, dan yang kedua ialah guru besar di jurusanku.
Hari Minggoean_007	0:07:30	0:07:34	Mereka berdua lahir di generasi yang sama.
Hari Minggoean_007	0:07:34	0:07:41	Beliau-beliau ini lahir pada tahun 1940-an.
Hari Minggoean_007	0:07:41	0:07:44	Dua orang yang istimewa ini punya kesamaan.
Hari Minggoean_007	0:07:44	0:07:47	Mereka selalu berpikir dan membaca.
Hari Minggoean_007	0:07:47	0:07:53	Guru besarku ini sampai sekarang masih mengajar, ya walaupun sebenarnya sudah pensiun.
Hari Minggoean_007	0:07:53	0:08:12	Cuma dia ada, aku lupa beliau itu bilang apa, dia kayak punya semacam gelar khusus, punya nomor induk kepegawaian khusus, jadi dia bisa ngajar selalu, di usia berapapun, selagi kondisi beliau masih memungkinkan.
Hari Minggoean_007	0:08:12	0:08:18	Ya, jadi dia nggak punya kelas reguler kayak dosen atau guru besar-guru besar biasanya.
Hari Minggoean_007	0:08:18	0:08:26	Dan ya, kelas-kelas yang dia hadiri itu ya kayak kuliah umum atau mungkin kayak seminar-seminar tertentu aja.
Hari Minggoean_007	0:08:26	0:08:38	Dan, apa ya, ya tuh, beliau tuh terus, terus nulis dan terus membaca apa-apa aja yang baru.
Hari Minggoean_007	0:08:38	0:08:41	Secara singkat ya, selalu up to date lah.
Hari Minggoean_007	0:08:41	0:08:59	Dan yang mengagumkannya untuk seumur beliau, berarti umurnya 70 tahun kurang lebih, beliau masih cakap, masih pinter menggunakan komputer dan menggunakan smartphone.
Hari Minggoean_007	0:08:59	0:09:06	Tadi soal guru besarku, lalu ada juga kakekku.
Hari Minggoean_007	0:09:06	0:09:14	Ya, walaupun memang beliau ini tidak se-tech savvy guru besar, Tapi beliau sama, masih suka baca.
Hari Minggoean_007	0:09:14	0:09:21	Topik favoritnya yang sering dia baca itu soal pertanian dan sejarah.
Hari Minggoean_007	0:09:21	0:09:26	Walaupun sebenarnya latar belakang pekerjaannya tuh nggak ada hubungannya sama dua hal itu.
Hari Minggoean_007	0:09:26	0:09:34	Dia tuh, aku mau nyebutnya bangkir, tapi aku nggak tau definisi bangkir itu apa, yang jelas beliau bekerja di sebuah bank.
Hari Minggoean_007	0:09:34	0:09:43	Nah, Kalau misalnya kakekku ini udah ngomong soal 2 topik ini, soal sejarah atau soal pertanian, taneman, perternakan, dan segala macem.
Hari Minggoean_007	0:09:43	0:09:46	Beliau bisa tahan ngomong lama banget.
Hari Minggoean_007	0:09:46	0:09:50	Lama sampe kami, kami ini cucunya yang dengerin.
Hari Minggoean_007	0:09:50	0:09:57	Pengen udahan aja gimana ya, tapi ya kalau misalnya tiba-tiba cabut juga enak sama beliau.
Hari Minggoean_007	0:09:57	0:10:09	Tapi ya udahlah, itu sebagai hiburan dan juga sebagai apa namanya, pawasan baru tentang sejarah dan juga soal pertanian terutama.
Hari Minggoean_007	0:10:09	0:10:19	Nah, tapi sekarang begitu beliau udah kenal teknologi yang namanya YouTube, beliau ini lebih sering nonton memang jadinya.
Hari Minggoean_007	0:10:19	0:10:28	Tapi walaupun begitu, beliau lebih sering nonton YouTube, tapi baca juga nggak dilupain, beliau masih tetap baca.
Hari Minggoean_007	0:10:28	0:10:37	Dan aku kagum sama caranya beliau, kemampuannya beliau untuk mengolah informasi.
Hari Minggoean_007	0:10:37	0:10:44	Katakan dari yang ditonton ya, karena kita anggap tontonan YouTube itu kan dalam tanda kutip sedikit membobohkan ya.
Hari Minggoean_007	0:10:44	0:11:00	Tapi beliau bisa ngambil informasi-informasi yang ada di sana, ditambahkannya di khasanah wawasannya yang sudah luas, dan jadi sebuah insight baru yang buatku juga menarik untuk didengarkan, untuk diketahui juga.
Hari Minggoean_007	0:11:00	0:11:06	Ah, itu memang kakekku itu memang terbaik memang.
Hari Minggoean_007	0:11:06	0:11:13	Itulah deskripsinya kurang lebih soal bagaimana dua sosok ini berpikir.
Hari Minggoean_007	0:11:13	0:11:21	dan tetap sehat, dan menghindari dari yang namanya penyakit lupa atau dimensia tadi.
Hari Minggoean_007	0:11:21	0:11:27	Memang ada faktor-faktor kesehatan lain yang nggak begitu aku amatin.
Hari Minggoean_007	0:11:27	0:11:34	Kayak pola makan, terus kesehatan mental mereka, atau yang lainnya.
Hari Minggoean_007	0:11:34	0:11:52	Tapi aku rasa soal berpikir ini, untuk terus berpikir adalah cara yang baik, walaupun Bukan yang terbaik mungkin, tapi aku cukup pede ini cara yang baik untuk mencegah penyakit ini.
Hari Minggoean_007	0:11:52	0:12:04	Dan terakhir nih, kalau misalnya ada satu hal yang bisa diambil dari mereka adalah belajar adalah pekerjaan seumur hidup.
Hari Minggoean_007	0:12:04	0:12:11	Tidak peduli sehingga apapun kita akan berada kelak, belajar adalah hal yang tidak boleh ditinggalkan.
Hari Minggoean_007	0:12:11	0:12:35	Aku jadi inget dengan prinsip ini, kita akan kehilangan apa yang tidak kita gunakan, kayak sepatu yang tidak dipakai akan rusak, kayak otot yang kalau gak sering digunain akan menciut, juga seperti akal pikiran, yang jika tidak diasah, lama-lama akan tumpul juga.
Hari Minggoean_007	0:12:35	0:12:44	Ujung-ujungnya kita akan melupakan banyak hal, termasuk diri kita, identitas kita.
Hari Minggoean_007	0:12:44	0:13:09	Selanjutnya, aku ingin membahas di minggu ini, senior yang selalu aku dengerin setiap minggunya, senior hiduplah Indonesia Maya, atau disingkat HIM, sudah habis kontraknya dengan Noice, dan dari podcasternya, Pandji Pragiwaksono bilang lagi fase berunding nih sama Noice, bakal lanjut atau enggak, paling enggak waktu terakhir aku dengerin.
Hari Minggoean_007	0:13:09	0:13:24	Walaupun dia bilang grounding ya, tapi dia bilang bakal, misalnya ia pun, misalnya yang lanjut, bakal ngurangin intensitas ngeluarin episode him di Noice karena dia bilang pengen ngembangin IP-nya yang lain.
Hari Minggoean_007	0:13:24	0:13:36	Dan pas aku denger itu ya jadi agak sedih, agak kehilangan, soalnya harus berpisah sama seniar yang nemenin selama satu minggu.
Hari Minggoean_007	0:13:36	0:13:41	Kalau pas lagi bingung mau dengerin apa, aku pasti balik lagi di siniar ini.
Hari Minggoean_007	0:13:41	0:13:47	Dari ngerjain kerjaan sampai cuma main game doang, ya aku dengerin siniar ini.
Hari Minggoean_007	0:13:47	0:13:53	Kadang malah aku suka ngulang episode yang udah aku dengerin sebelumnya, aku ulang lagi.
Hari Minggoean_007	0:13:53	0:14:00	Ya, kalau misalnya konteksnya kayak gitu, walaupun berhenti, aku masih bisa dengerin lagi dan aku ulang-ulang lagi gitu kan.
Hari Minggoean_007	0:14:00	0:14:03	Atau aku juga masih melakukan hal yang sama sebelumnya.
Hari Minggoean_007	0:14:03	0:14:13	Tapi masalahnya ini kan siniar Hiduplah Indonesia Maya ini kan, apa ya, topiknya kan topik terkini ya, hot topic ya.
Hari Minggoean_007	0:14:13	0:14:23	Jadi kalau misalnya diulang terus, ulang-ulang terus, apalagi jedainya terlalu lama dari tanggal release-nya, ya jadi kurang relevan, jadi ngebosenin.
Hari Minggoean_007	0:14:23	0:14:33	Tapi ya walaupun senior ini memberaning dirinya adalah nggak cuma ngebahas peristiwanya aja, tetapi ide dibalik peristiwa tersebut.
Hari Minggoean_007	0:14:33	0:14:36	Tapi tetap aja, tetap aja ini hot topic.
Hari Minggoean_007	0:14:36	0:14:42	Kalau misalnya terlalu lama didengerinnya jedanya dari tengah-tengah release tadi, dia bakal bosen juga.
Hari Minggoean_007	0:14:42	0:14:48	Ada hal yang kurang lah, nggak se-excited waktu dengerinnya mepet-mepet lah.
Hari Minggoean_007	0:14:48	0:14:55	Dan ngomongin soal perpisahan, minggu ini juga ada seorang abang-abanganku yang meninggalkan kota.
Hari Minggoean_007	0:14:55	0:14:59	Bahkan bukan meninggalkan kota, dia meninggalkan negara juga.
Hari Minggoean_007	0:14:59	0:15:02	Dia dapat kesempatan untuk kerja di luar negeri.
Hari Minggoean_007	0:15:02	0:15:03	Di mananya?
Hari Minggoean_007	0:15:03	0:15:04	Di mana ya?
Hari Minggoean_007	0:15:04	0:15:10	Aku lupa tempatnya di arah mana, tapi ya pokoknya Jazirah Arab ya, daerah timur tengah gitu.
Hari Minggoean_007	0:15:10	0:15:13	Dia kerja sebagai barista.
Hari Minggoean_007	0:15:13	0:15:22	Sebenernya aku nggak deket sama abang yang ini, tapi ya, dan kami berdua nggak pernah kerja yang deket banget sampe ngebonding gitu, nggak pernah.
Hari Minggoean_007	0:15:22	0:15:25	Cuma ya memang sering ketemu aja waktu di sanggar, waktu latihan.
Hari Minggoean_007	0:15:25	0:15:29	Ya, aku menghormatinya sebagai seniorku.
Hari Minggoean_007	0:15:29	0:15:46	Ada satu kebiasaan di lingkaran kami, kalau misalnya ada anggota kami yang leaving for good, yang maksudnya tuh, bakal keluar kota, bakal balik mungkin ke kampungnya, yang gak tau kapan bisa balik lagi ke kota ini.
Hari Minggoean_007	0:15:46	0:15:51	Kalau misalnya ada kondisi yang kayak gitu, biasanya kami membuat semacam farewell party.
Hari Minggoean_007	0:15:51	0:15:54	Well, bukan party-party banget.
Hari Minggoean_007	0:15:54	0:16:00	Cuma ya ini kayak sekedar ketemu sama teman-teman, makan bareng, udah gitu aja.
Hari Minggoean_007	0:16:00	0:16:08	Kebetulan kali ini waktuku pas, jadi aku bisa ikut di quote-unquote farewell party ini.
Hari Minggoean_007	0:16:08	0:16:18	Nah, waktu farewell party-nya itu, waktu ketemuan itu, kita ngebahas gimana abangku yang ini dapat kesempatan kerja di luar negeri.
Hari Minggoean_007	0:16:18	0:16:27	Dan kami juga ngebahas soal, ya serba serbinya, soal kesempatan bekerja di luar negeri.
Hari Minggoean_007	0:16:27	0:16:30	Nah, di sana, aku cuma dengerin aja.
Hari Minggoean_007	0:16:30	0:16:38	Aku nggak tau mau nimbrung gimana, karena pada dasarnya aku kurang sependapat soal perkara ini.
Hari Minggoean_007	0:16:38	0:17:05	Aku nggak bakal ngurahin ini panjang lebar di sini, kenapa aku nggak begitu suka dengan kerja di luar negeri, dan mencari kesempatan ke luar negeri, karena aku tahu, dasarnya sangat emosional untukku, jadi banyak banget celahnya, dan untuk apa aku mengeluarkan pendapat yang, atau argumen, yang pada akhirnya juga pasti dibantah juga, dan aku tahu bantahannya apa, dan aku juga sadar, itu banyak bolongnya.
